"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"IMRN","Immuron Limited","1.95","$8.64M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","0.4001","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrnw",
"IMMP","Immutep Limited","1","$38.88M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/immp",
"PI","Impinj, Inc.","21.94","$497.53M","2016","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pi",
"IMV","IMV Inc.","2.7","$161.54M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imv",
"INCY","Incyte Corporation","96.45","$20.97B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","57.59","$1.9B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","11.68","$255.71M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","26.17","$1.13B","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/ibtx",
"ILPT","Industrial Logistics Properties Trust","16.02","$1.04B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ilpt",
"INFN","Infinera Corporation","4.33","$793.25M","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","0.9494","$54.53M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/infi",
"IFRX","InflaRx N.V.","7.37","$192.4M","2017","n/a","n/a","https://old.nasdaq.com/symbol/ifrx",
"III","Information Services Group, Inc.","2.06","$96.85M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/iii",
"IEA","Infrastructure and Energy Alternatives, Inc.","1.68","$37.81M","2016","Finance","Business Services","https://old.nasdaq.com/symbol/iea",
"IEAWW","Infrastructure and Energy Alternatives, Inc.","0.02","n/a","2016","Finance","Business Services","https://old.nasdaq.com/symbol/ieaww",
"IMKTA","Ingles Markets, Incorporated","43.88","$889M","1987","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/imkta",
"INMD","INMODE LTD.","23.72","$777.99M","2019","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/inmd",
"INMB","INmune Bio Inc.","4.8","$51.59M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/inmb",
"IPHA","Innate Pharma S.A.","6.99","$551.37M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ipha",
"INWK","InnerWorkings, Inc.","1.19","$62.32M","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/inwk",
"INOD","Innodata Inc.","1.03","$25.19M","1993","Technology","EDP Services","https://old.nasdaq.com/symbol/inod",
"IOSP","Innospec Inc.","66.85","$1.64B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","4.12","$69.97M","2000","Technology","EDP Services","https://old.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","13.3","$1.35B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","36.11","$796.14M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ingn",
"INOV","Inovalon Holdings, Inc.","15.86","$2.46B","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","13.37","$1.95B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ino",
"INPX","Inpixon ","1.14","$13.53M","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","9.92","$954.53M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","45.46","$1.59B","1995","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","0.6633","$8.03M","1991","Consumer Services","Advertising","https://old.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","23.63","$2.39B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/insm",
"INSE","Inspired Entertainment, Inc.","1.98","$45.58M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/inse",
"IIIN","Insteel Industries, Inc.","14.53","$279.86M","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","195.02","$12.3B","2007","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/podd",
"INSU","Insurance Acquisition Corp.","10.07","$207.98M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/insu",
"INSUU","Insurance Acquisition Corp.","10.39","$139.49M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/insuu",
"INSUW","Insurance Acquisition Corp.","0.59","$4.57M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/insuw",
"NTEC","Intec Pharma Ltd.","0.2181","$15.11M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","47.42","$4.02B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/iart",
"IMTE","Integrated Media Technology Limited","3.385","$11.43M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/imte",
"INTC","Intel Corporation","57.74","$244.47B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/intc",
"NTLA","Intellia Therapeutics, Inc.","15.75","$809.24M","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/ntla",
"IDN","Intellicheck, Inc.","6.18","$100.27M","1999","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/idn",
"IPAR","Inter Parfums, Inc.","39.48","$1.24B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","37.12","$15.42B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ibkr",
"ICPT","Intercept Pharmaceuticals, Inc.","85.08","$2.8B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","54.06","$1.66B","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","7.62","$446.2M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/tile",
"IBOC","International Bancshares Corporation","25.13","$1.59B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/iboc",
"IGIC","International General Insurance Holdings Ltd.","6.88","$333.32M","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/igic",
"IGICW","International General Insurance Holdings Ltd.","0.35","n/a","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/igicw",
"IMXI","International Money Express, Inc.","8.98","$341.55M","2017","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/imxi",
"IDXG","Interpace Biosciences, Inc.","4.79","$19.37M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","11.815","$384.48M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/xent",
"IPLDP","Interstate Power and Light Company","25.535","$204.28M","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ipldp",
"IVAC","Intevac, Inc.","5.26","$123.55M","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","37.93","$728.93M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/intl",
"ITCI","Intra-Cellular Therapies Inc.","20.18","$1.34B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/itci",
"IIN","IntriCon Corporation","11.215","$98.84M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","277.16","$72.25B","1993","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","508.93","$59.35B","2000","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/isrg",
"PLW","Invesco 1-30 Laddered Treasury ETF","39.57","$284.89M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plw",
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","34.98","$103.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/adre",
"BSCK","Invesco BulletShares 2020 Corporate Bond ETF","21.34","$1.57B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsck",
"BSJK","Invesco BulletShares 2020 High Yield Corporate Bond ETF","23.12","$813.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjk",
"BSCL","Invesco BulletShares 2021 Corporate Bond ETF","21.32","$1.84B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscl",
"BSJL","Invesco BulletShares 2021 High Yield Corporate Bond ETF","22.31","$939.25M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjl",
"BSML","Invesco BulletShares 2021 Municipal Bond ETF","25.185","$15.11M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsml",
"BSAE","Invesco BulletShares 2021 USD Emerging Markets Debt ETF","25.16","$10.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsae",
"BSCM","Invesco BulletShares 2022 Corporate Bond ETF","21.61","$1.81B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscm",
"BSJM","Invesco BulletShares 2022 High Yield Corporate Bond ETF","21.75","$619.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjm",
"BSMM","Invesco BulletShares 2022 Municipal Bond ETF","25.125","$10.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmm",
"BSBE","Invesco BulletShares 2022 USD Emerging Markets Debt ETF","25.22","$10.09M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsbe",
"BSCN","Invesco BulletShares 2023 Corporate Bond ETF","21.44","$1.16B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscn",
"BSJN","Invesco BulletShares 2023 High Yield Corporate Bond ETF","23.02","$329.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjn",
"BSMN","Invesco BulletShares 2023 Municipal Bond ETF","25.035","$10.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmn",
"BSCE","Invesco BulletShares 2023 USD Emerging Markets Debt ETF","25.005","$10M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsce",
"BSCO","Invesco BulletShares 2024 Corporate Bond ETF","21.55","$914.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsco",
"BSJO","Invesco BulletShares 2024 High Yield Corporate Bond ETF","22.59","$144.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjo",
"BSMO","Invesco BulletShares 2024 Municipal Bond ETF","24.825","$9.93M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmo",
"BSDE","Invesco BulletShares 2024 USD Emerging Markets Debt ETF","24.3183","$12.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsde",
"BSCP","Invesco BulletShares 2025 Corporate Bond ETF","21.5679","$501.45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscp",
"BSJP","Invesco BulletShares 2025 High Yield Corporate Bond ETF","21.82","$113.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjp",
"BSMP","Invesco BulletShares 2025 Municipal Bond ETF","24.965","$9.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmp",
"BSCQ","Invesco BulletShares 2026 Corporate Bond ETF","20.7308","$233.22M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscq",
"BSJQ","Invesco BulletShares 2026 High Yield Corporate Bond ETF","22.84","$57.1M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjq",
"BSMQ","Invesco BulletShares 2026 Municipal Bond ETF","24.48","$9.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmq",
"BSCR","Invesco BulletShares 2027 Corporate Bond ETF","20.95","$182.27M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscr",
"BSJR","Invesco BulletShares 2027 High Yield Corporate Bond ETF","22.67","$13.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjr",
"BSMR","Invesco BulletShares 2027 Municipal Bond ETF","24.18","$4.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmr",
"BSCS","Invesco BulletShares 2028 Corporate Bond ETF","21.85","$117.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscs",
"BSMS","Invesco BulletShares 2028 Municipal Bond ETF","24.71","$4.94M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsms",
"BSCT","Invesco BulletShares 2029 Corporate Bond ETF","20.165","$21.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsct",
"BSMT","Invesco BulletShares 2029 Municipal Bond ETF","24.595","$4.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmt",
"PKW","Invesco BuyBack Achievers ETF","50.66","$653.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pkw",
"PFM","Invesco Dividend Achievers ETF","26.3235","$297.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfm",
"PYZ","Invesco DWA Basic Materials Momentum ETF","44.6287","$33.47M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pyz",
"PEZ","Invesco DWA Consumer Cyclicals Momentum ETF","41.09","$16.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pez",
"PSL","Invesco DWA Consumer Staples Momentum ETF","63.13","$113.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psl",
"PIZ","Invesco DWA Developed Markets Momentum ETF","24.87","$134.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/piz",
"PIE","Invesco DWA Emerging Markets Momentum ETF","16.4144","$117.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pie",
"PXI","Invesco DWA Energy Momentum ETF","13.6554","$26.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pxi",
"PFI","Invesco DWA Financial Momentum ETF","31.354","$25.08M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfi",
"PTH","Invesco DWA Healthcare Momentum ETF","110","$324.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pth",
"PRN","Invesco DWA Industrials Momentum ETF","60.7404","$51.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prn",
"PDP","Invesco DWA Momentum ETF","61.46","$1.34B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdp",
"DWAS","Invesco DWA SmallCap Momentum ETF","46.86","$154.64M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwas",
"PTF","Invesco DWA Technology Momentum ETF","83.24","$178.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ptf",
"PUI","Invesco DWA Utilities Momentum ETF","28.4832","$81.18M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pui",
"IDLB","Invesco FTSE International Low Beta Equal Weight ETF","23.39","$10.53M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/idlb",
"PRFZ","Invesco FTSE RAFI US 1500 Small-Mid ETF","94.67","$1.32B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prfz",
"PIO","Invesco Global Water ETF","26.0883","$174.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pio",
"PGJ","Invesco Golden Dragon China ETF","41.2","$164.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pgj",
"PEY","Invesco High Yield Equity Dividend Achievers ETF","12.95","$574.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pey",
"IPKW","Invesco International BuyBack Achievers ETF","25.0141","$85.06M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ipkw",
"PID","Invesco International Dividend Achievers ETF","11.38","$477.39M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pid",
"KBWB","Invesco KBW Bank ETF","32.31","$329.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwb",
"KBWD","Invesco KBW High Dividend Yield Financial ETF","11.26","$170.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwd",
"KBWY","Invesco KBW Premium Yield Equity REIT ETF","15.36","$145.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwy",
"KBWP","Invesco KBW Property & Casualty Insurance ETF","47.175","$58.97M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwp",
"KBWR","Invesco KBW Regional Banking ETF","30.235","$28.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwr",
"PNQI","Invesco Nasdaq Internet ETF","151.6432","$568.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnqi",
"PDBC","Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET","11.4","$1.77B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdbc",
"QQQ","Invesco QQQ Trust, Series 1","219.34","$100.57B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqq",
"ISDX","Invesco RAFI Strategic Developed ex-US ETF","19.7131","$206.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/isdx",
"ISDS","Invesco RAFI Strategic Developed ex-US Small Company ETF","19.455","$12.65M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/isds",
"ISEM","Invesco RAFI Strategic Emerging Markets ETF","20.7556","$21.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/isem",
"IUS","Invesco RAFI Strategic US ETF","22.98","$116.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ius",
"IUSS","Invesco RAFI Strategic US Small Company ETF","18.2309","$22.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iuss",
"USLB","Invesco Russell 1000 Low Beta Equal Weight ETF","28.0001","$9.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/uslb",
"PSCD","Invesco S&P SmallCap Consumer Discretionary ETF","42.9839","$15.04M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscd",
"PSCC","Invesco S&P SmallCap Consumer Staples ETF","68.9956","$41.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscc",
"PSCE","Invesco S&P SmallCap Energy ETF","2.9","$11.31M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psce",
"PSCF","Invesco S&P SmallCap Financials ETF","32.5635","$26.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscf",
"PSCH","Invesco S&P SmallCap Health Care ETF","110.25","$369.34M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psch",
"PSCI","Invesco S&P SmallCap Industrials ETF","47.12","$30.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psci",
"PSCT","Invesco S&P SmallCap Information Technology ETF","76.37","$221.47M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psct",
"PSCM","Invesco S&P SmallCap Materials ETF","31.3534","$7.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscm",
"PSCU","Invesco S&P SmallCap Utilities & Communication Services ETF","45","$24.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscu",
"VRIG","Invesco Variable Rate Investment Grade ETF","23.98","$315.34M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vrig",
"PHO","Invesco Water Resources ETF","32.44","$931.03M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pho",
"ISTR","Investar Holding Corporation","10.85","$118.68M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/istr",
"CMFNL","Investcorp Credit Management BDC, Inc.","18.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmfnl",
"ICMB","Investcorp Credit Management BDC, Inc.","3.56","$49.38M","2014","n/a","n/a","https://old.nasdaq.com/symbol/icmb",
"ISBC","Investors Bancorp, Inc.","7.6","$1.9B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","109.4","$206.9M","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/itic",
"NVIV","InVivo Therapeutics Holdings Corp.","1.36","$6.59M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nviv",
"IONS","Ionis Pharmaceuticals, Inc.","54.43","$7.58B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ions",
"IOVA","Iovance Biotherapeutics, Inc.","34.04","$4.32B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/iova",
"IPGP","IPG Photonics Corporation","145.21","$7.7B","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/ipgp",
"CLRG","IQ Chaikin U.S. Large Cap ETF","20.9705","$210.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clrg",
"CSML","IQ Chaikin U.S. Small Cap ETF","18.11","$93.27M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csml",
"IQ","iQIYI, Inc.","17.33","$12.71B","2018","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/iq",
"IRMD","iRadimed Corporation","20.29","$244.49M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","129.73","$3.51B","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","1.64","$22.61M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","20.55","$2.72B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/irdm",
"IRBT","iRobot Corporation","63.04","$1.76B","2005","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","10.55","$1.68B","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","6","$189.02M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/ircp",
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","51.31","$1.97B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/slqd",
"ISHG","iShares 1-3 Year International Treasury Bond ETF","76.975","$53.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ishg",
"SHY","iShares 1-3 Year Treasury Bond ETF","86.65","$23.56B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shy",
"TLT","iShares 20+ Year Treasury Bond ETF","165.52","$19.03B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tlt",
"IEI","iShares 3-7 Year Treasury Bond ETF","133.5","$11.95B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iei",
"IEF","iShares 7-10 Year Treasury Bond ETF","121.84","$21.65B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ief",
"AIA","iShares Asia 50 ETF","59.16","$1.17B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aia",
"USIG","iShares Broad USD Investment Grade Corporate Bond ETF","57.6","$4.26B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usig",
"COMT","iShares Commodities Select Strategy ETF","22.01","$171.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/comt",
"ISTB","iShares Core 1-5 Year USD Bond ETF","51.05","$3.66B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/istb",
"IXUS","iShares Core MSCI Total International Stock ETF","49.65","$16.94B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ixus",
"IUSG","iShares Core S&P U.S. Growth ETF","64.53","$7.95B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iusg",
"IUSV","iShares Core S&P U.S. Value ETF","48.25","$5.54B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iusv",
"IUSB","iShares Core Total USD Bond Market ETF","53.31","$4.78B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iusb",
"HEWG","iShares Currency Hedged MSCI Germany ETF","23.39","$98.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hewg",
"SUSB","iShares ESG 1-5 Year USD Corporate Bond ETF","25.55","$270.83M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/susb",
"ESGD","iShares ESG MSCI EAFE ETF","55.06","$1.99B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esgd",
"ESGE","iShares ESG MSCI EM ETF","29.18","$2.97B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esge",
"LDEM","iShares ESG MSCI EM Leaders ETF","42.44","$528.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ldem",
"ESGU","iShares ESG MSCI USA ETF","63.42","$6.44B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esgu",
"SUSL","iShares ESG MSCI USA Leaders ETF","49.43","$1.8B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/susl",
"SUSC","iShares ESG USD Corporate Bond ETF","26.35","$171.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/susc",
"XT","iShares Exponential Technologies ETF","39.975","$2.17B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/xt",
"FALN","iShares Fallen Angels USD Bond ETF","24.61","$156.27M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/faln",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","28.9","$18.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","21.72","$238.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifgl",
"BGRN","iShares Global Green Bond ETF","53.71","$75.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bgrn",
"IGF","iShares Global Infrastructure ETF","35.21","$2.86B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/igf",
"GNMA","iShares GNMA Bond ETF","51.44","$347.22M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gnma",
"IBTA","iShares iBonds Dec 2021 Term Treasury ETF","25.39","$6.35M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibta",
"IBTB","iShares iBonds Dec 2022 Term Treasury ETF","25.61","$3.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibtb",
"IBTD","iShares iBonds Dec 2023 Term Treasury ETF","25.75","$12.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibtd",
"IBTE","iShares iBonds Dec 2024 Term Treasury ETF","25.97","$11.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibte",
"IBTF","iShares iBonds Dec 2025 Term Treasury ETF","26.11","$15.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibtf",
"IBTG","iShares iBonds Dec 2026 Term Treasury ETF","26.24","$19.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibtg",
"IBTH","iShares iBonds Dec 2027 Term Treasury ETF","26.38","$11.87M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibth",
"IBTI","iShares iBonds Dec 2028 Term Treasury ETF","26.57","$13.29M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibti",
